ID,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
4738,239.54,189.8,3.12,14.6,9.98,27.35,1.2,1.57,,0,1.28,0
4739,121.43,164.52,8.95,59.53,35.01,32.86,0.91,2.47,56.77,1.91,3.13,
4740,66.36,190.04,9.51,62.46,37.08,32.7,0.98,3.93,43.14,1.74,2.25,0
4741,29.73,186.28,10.09,46.26,35.81,29.53,0.52,2.38,49.68,1.11,1.05,0
4742,34.49,180.42,7.52,34.43,22.68,24.5,0.92,3.92,46.87,1.19,1.06,0
4743,32.59,183.03,4.59,28.33,14.13,22.9,0.9,3.22,55.02,1.85,1.27,0
4744,56.05,165.97,6.3,29.32,19.1,32.86,2.11,5.56,57.03,2.72,3.04,
4745,63.5,175.45,4.97,30.19,18.63,42.56,0.82,5.39,89.88,2.36,2.12,0
4746,57.92,157.8,6.37,35.15,22.21,50,0.86,6.06,48.81,1.95,1.18,0
4747,48.28,162.1,5.17,23.54,15.33,24.05,0.87,3.42,40.43,1.49,1.17,0
4748,42.65,142.17,5.45,25.51,16.91,22.67,0.86,4.7,35.06,1.53,1.93,0
4749,50.78,156.52,5.35,32.46,21.42,23.75,0.82,3.72,44.42,1.85,1.42,
4750,49.33,150.05,7.72,35.55,24.09,23.19,0.87,4.51,38.74,2.17,1.61,0
4751,51.78,159.41,10.62,36.29,25.48,29.64,0.62,2.51,34.73,3.16,2.03,0
3383,87.04,179.58,7.47,29.9,37.38,3.65,1.42,3.54,18.71,4.76,8.49,5.67
3392,98.85,198.54,4.95,75.7,89.91,13.86,1.47,5.39,26.64,11.47,9.86,5.61
3393,103.52,189.41,7.5,78.17,86.29,14.23,1.66,3.32,19.76,6.81,10.37,9.68
3394,124.02,195.9,23.65,94.18,134.6,16.76,1.92,5.71,20.39,9.63,10.4,8.75
3395,66.92,138.18,17.36,86.72,105.11,15.85,1.36,3.24,23.5,8.01,8.29,7.29
3396,77.72,158.17,7.18,79.22,86.56,14.3,1.44,10,23.22,13.14,10.33,10.69
3397,77.71,151.64,5.23,77.4,96.5,14.02,1.25,3.27,19.23,6.07,8.03,7.3
3398,73.58,146.1,5.84,78.11,84.39,14.16,1.2,5.07,19.1,4.96,8.02,6.48
3399,61.57,131.82,5.4,77.61,96.68,14.11,1.23,3.64,20.29,4.7,7.62,5.88
3400,70.31,154.81,5.62,76.93,82.55,13.97,1.24,3.89,21.19,7.51,8.02,6.38
3401,74.04,163.69,6.29,76.91,83.2,13.92,1.2,3.09,22.55,7.6,8.52,7.13
2192,50.64,130.36,6.48,45.52,29.49,19.89,0.07,10.61,40.57,0.18,3.9,0.11
2193,44.21,119.52,3.63,34.37,21.23,23.31,0.07,5.86,31.73,0.09,3.54,0.06
2194,50.71,115.65,7.91,35.16,25.13,11.19,0.06,8.16,32.58,0.13,3.19,0.08
2195,42.27,100.54,4.95,30.69,20.33,13.4,0.66,8.99,32.18,0.12,2.8,0.09
2196,39.41,101.1,3.21,28.53,17.83,17.9,0.81,5.86,28.72,0.12,3.07,0.11
2197,50.56,116.89,6.93,37.27,25.44,11.05,0.97,5.25,23.36,0.08,2.3,0.1
2198,50.54,120.05,2.91,26.96,16.74,13.02,0.9,17.9,36.66,0.1,2.28,0.21
2199,26.22,62.82,2.24,20.1,12.54,12.32,0.61,8.25,23.74,0.07,3.07,0.12
2200,31.83,66.74,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64,0.11
2201,70.26,112.29,0.4,11.87,6.57,13.05,0.62,7.29,31.4,0.06,2.1,0.1
2202,59.47,99.73,0.54,12.85,7.18,11.94,0.68,7.62,30.57,0.04,1.88,0.11
2203,58.71,99.04,0.41,13.88,7.62,11.99,0.86,6.89,36.2,0.12,1.84,0.1
2204,56.29,107.96,0.25,16.71,9.02,10.89,0.95,12.91,48.39,0.16,2.37,0.1
2205,50.41,118.62,1.68,25.6,15.01,20.24,0.69,11.81,33.46,0.17,3.82,0.11
2206,57.53,128.81,1.94,25.03,14.88,33.72,0.78,25.39,31.15,0.15,3.02,0.14
2207,43.82,97.19,1.45,16.01,9.45,22.52,0.67,17.62,27.62,0.09,2.52,0.12
2208,42.71,80.24,15.9,17.35,22.25,24.68,0.49,9.53,30.68,0.1,3.09,0.12
2209,54.73,94.12,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23,0.15
2210,50.91,99.84,4.55,16.33,12.39,23.18,0.64,10.34,26.24,0.1,2.51,0.1
2211,38.5,106.7,4.5,16.82,12.69,19.54,0.58,11.02,26.62,0.1,2.68,0.11
2212,32.21,107.43,7.39,17.33,15.32,18.13,0.6,11.81,24.84,0.12,3.28,0.13
2213,35.36,107.25,6.13,17.75,14.52,16.57,0.85,10.87,23.99,0.09,2.92,0.2
2214,59.65,127.26,8.21,19.14,16.94,20.46,0.7,10.82,21.64,0.16,2.67,0.15
2215,46.16,115.95,11.52,17.19,18.59,16.35,,9.18,16.94,0.13,2.51,0.13
2216,34.31,107.74,9.19,20.85,18.66,15.88,,13.97,16.28,0.1,2.44,0.12
2217,39.52,113.31,19.35,21.18,27,18.5,0.81,15.02,18.8,0.15,2.65,0.2
2218,43.08,116.06,5.34,19.02,14.54,22.46,0.79,22.7,25.64,0.09,2.16,0.12
2219,38.1,97,7.1,22.21,17.68,19.27,0.79,13.89,22.73,0.06,2.12,0.11
2220,33.08,83.16,5.37,18.83,14.38,14.52,0.72,8.98,23.63,0.05,2.04,0.1
2221,29.7,77.45,4.45,17.33,13.01,12.72,0.65,9.71,29.26,0.05,1.85,0.1
2222,38.67,82.67,4.45,22.81,15.74,12.41,0.66,12.63,22.9,0.06,2.18,0.11
2223,30.04,83.07,11.58,24.74,22.65,12.52,0.78,8.98,17.81,0.05,1.91,0.21
2224,39.72,103.81,19.66,26.29,30.06,14.03,0.81,9.68,17.53,0.11,2.46,0.17
2225,38.21,78.95,5.71,19.03,14.85,14.15,0.75,8.03,22.81,0.05,2.19,0.1
2226,58.31,124.64,11.93,28.85,25.14,14,1.03,10.21,22.24,0.12,2.38,0.16
2227,62.49,113.56,8.08,22.65,18.7,16.53,0.91,12.68,26.26,0.09,2.18,0.12
2228,49.04,102.46,5.75,19.92,15.26,14.09,0.64,6.82,26.52,0.1,2.5,0.1
2229,41.67,80.09,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08,0.1
2230,32.44,75.3,6.01,19.07,15.02,12.65,0.68,7.75,21.52,0.09,2.72,0.15
2231,26.43,80.85,10.73,20.82,19.8,11.64,0.72,9.43,16.52,0.08,2.24,0.13
2232,25.08,60.67,7.17,15.22,13.94,14.1,0.56,8.63,13.8,0.05,2.19,0.12
2233,26.09,63.05,4.9,10.42,9.51,10.74,0.58,11.33,21.38,0.02,1.26,0.1
2234,16.62,39.94,4.9,8.18,8.43,11.53,0.58,6.37,12.68,0.01,1.52,
2235,49.58,82.95,4.98,19.05,14.27,13.47,0.7,12.47,20.32,0.09,2.18,0.22
2236,43.52,80.01,6.41,20.43,16.16,13.75,0.8,10.57,23.36,0.12,2.6,0.29
2237,39.83,76.09,4.63,14.37,11.5,13.34,0.7,8.89,23.13,0.09,2.71,0.1
2238,36.89,76.61,6.62,18.83,15.39,13.96,0.57,7.04,13.58,0.06,2.88,0.1
2239,48.71,96.46,5.63,14.86,12.65,13.01,0.92,15.45,27.48,0.06,1.73,0.1
2240,52.69,94.25,4.69,14.44,11.58,15.35,0.59,16.81,19.03,0.01,1.48,0.1
2241,46.48,95.41,4.35,14.79,11.5,15.02,0.6,15.55,21.04,0.03,1.62,0.16
2242,44.22,77.62,3.56,8.53,7.52,14.58,0.73,9.61,23.87,0.02,1.28,0.1
2243,35.91,71.26,2.94,6.99,6.19,13.53,0.67,3.69,27.58,0.01,1.69,
2244,39.05,81.51,3.43,9.86,8.11,10.94,0.68,7.26,23.74,0.05,2.2,0.13
2245,30.21,67.22,5.11,11.29,10.25,11.24,0.58,13.19,20.89,0.01,1.96,0.1
2246,31.14,60.35,4.25,10.36,9.05,11.8,0.83,14.42,20.99,0.02,1.69,0.1
2247,26.82,52.51,3.63,7.68,7.14,11.54,0.69,13.63,23.6,0,1.27,
2248,26.34,52.07,3.49,8.43,7.41,9.3,0.57,18.83,23.6,0,1.38,
2249,28.48,55.8,3.06,6.86,6.23,10.49,0.64,12.97,24.19,0,1.42,
2250,21.83,52.92,2.69,5.28,5.09,7.53,0.55,8.3,23.34,0,1.43,
2251,24.23,52.06,4.32,14.33,11.23,8.17,0.56,9.95,23.86,0.04,1.38,0.1
2252,22.29,55.96,4.38,11.27,9.64,10.88,0.67,8.08,19.63,0.03,1.85,0.1
2253,25.28,54.59,4.93,9.65,9.24,12.44,0.72,8.7,19.64,0.01,1.5,0.1
2254,19.68,45.57,2.06,6.63,5.2,8.44,0.69,5.86,14.34,0,1.43,
2255,29.89,71.75,5.08,9.62,9.25,9.17,0.87,10.34,20.63,0,1.12,
2256,24.4,70.25,5.01,10.84,9.84,10.27,0.74,7.4,13.13,0,1.11,0.1
2257,20.05,79.5,4.17,13.54,10.69,9.77,0.65,10.35,34.29,0.02,1.12,
2258,23.72,55.74,4.18,8.86,8.18,10.54,0.81,6.71,19.29,0,0.99,0.1
2259,26.12,56.77,4.8,11.71,10.14,9.83,0.5,6.88,14.32,0,1.14,0.12
2260,13,29,3.8,2.8,4.6,20.1,,,19.6,0,0.8,
2261,9.25,35.45,4.7,4.6,6.48,9.06,0.54,6.2,21.66,0,0.89,
2262,7.16,26.39,3.86,5.22,5.99,8.62,0.59,6.62,14.29,0,0.95,
2263,7.97,33.2,4.26,6.48,7,8.66,0.61,6.01,11.52,0,1.06,
2264,6.48,23.83,2.39,3.54,3.83,8.32,0.47,5.97,11.63,0,0.82,
2265,7.2,34.11,3.7,5.73,6.14,7.23,0.5,7.01,18.9,0,1.07,
2266,8.27,27.27,3.72,5.86,6.14,6.04,0.53,6.69,7.51,0,0.98,
2267,17.79,53.96,4.51,6.55,7.31,8.37,0.73,10.53,28.54,0,1.02,
2268,9.21,27.62,2.67,3.26,3.9,6.59,0.44,6.91,11.95,0,0.73,
2269,24.83,67.21,3.41,6.22,6.25,10.45,0.56,15.16,30.26,0,0.82,
2270,19.78,49.86,3,4.9,5.14,6.3,0.66,7.64,23.67,0,0.7,
2271,8.85,30.54,2.7,3.86,4.26,5.01,0.36,5.44,20.73,0,0.74,
2272,25,61,3.1,8.8,7.2,7.5,,,19.6,0,1.1,
2273,23.35,91.83,4.6,7.1,7.6,7.8,0.62,11.15,34.95,0,0.52,
2274,18.48,62.52,3.36,12.71,9.5,6.68,0.76,7.38,17.57,0,0.87,
2275,24.79,66.54,4.32,7.23,7.54,9.86,0.6,13.05,29.11,0,0.89,
2276,11.04,38.34,3.76,5.11,5.87,6.78,0.48,6.21,16.31,0,0.71,
2277,9.74,33.83,3.94,4.84,5.87,5.66,0.66,7.51,12.65,0,0.83,
2278,10.35,30.98,3.51,5.55,5.81,4.43,1.01,5.38,7.55,0,0.86,
2279,28.85,64.52,3.84,5.51,6.23,6.12,0.45,5.93,32.05,0,0.68,
2280,22.81,53.85,3.12,6.96,6.33,5.76,0.8,7.09,34.26,0,0.22,
2281,28.54,56.36,4.29,22.75,15.68,8.96,0.85,7.28,32.62,0,0,0
2282,18.46,39.45,3.59,14.17,10.55,12.76,0.49,6.37,30.3,0,0,0
2283,23.9,37.71,4.65,26.74,18.01,12.69,0.56,6.01,12.46,0,0,0
2286,17,50,3.6,12.1,9.4,18,,,54.9,0.1,0.3,
2287,29.12,74.4,3.36,10.7,8.42,10.16,0.54,17.55,53.09,0.07,5.08,
2288,14.42,36.29,3.41,6.9,6.44,7.77,0.43,9.19,35.44,0.08,2.85,
2289,19.06,43.83,5.12,9.93,9.48,9.06,0.54,8.34,51,0.05,0.47,
2290,12.42,36.29,4.47,10.28,9.11,4.63,0.51,5.82,36.88,0.03,0.21,0.15
2291,21.4,54.19,4.04,8.19,7.82,9.19,0.57,9.63,56.23,0.32,0.3,
2292,16.78,42.22,2.87,5.94,5.57,7.82,0.4,7.31,50.24,0.21,0.74,
2293,19.77,62.11,3.66,10,8.38,9.3,1.03,12.02,43.79,0.57,0,
2294,22.63,54.13,2.87,14.93,10.28,9.67,0.26,9.43,41.32,0.81,0,
2295,22.44,55.03,4.24,10.94,9.25,9.46,1.31,7.48,40.74,0.28,0.05,
2296,15.2,45.09,4.69,9.26,8.84,8.99,1.18,6.82,54.21,2.11,0.06,4.47
2297,9.58,28.33,3.12,9.05,7.35,13.54,0.59,7.27,122.21,1,0,
2298,43.35,103.42,2.84,10.57,7.94,10.89,,21.69,64.07,0.88,0,
2299,16.44,54.42,2.37,7.26,5.79,9.16,,8.06,40.47,0.95,0,0.1
2300,27.93,81.18,3.98,11.44,9.32,8.48,,11.16,51.06,0.2,0,
2301,13.23,41.25,2.51,5.4,4.92,9.37,,6.55,29.12,0.23,0.04,1.3
2302,20.52,77.6,4.36,11.91,10.02,11.75,0.25,7.92,79.94,0.14,0,
2303,25.62,56.44,4.28,13.88,10.97,11.52,0.48,7.3,44.62,0.44,0.34,8.45
2304,40.32,66.25,4.36,11.3,9.65,10.61,0.5,7.57,24.35,39.22,4.47,8.46
2305,13.07,37.35,3.8,8.59,7.75,9.78,0.46,6.09,29.05,28.37,5.06,4.02
2306,16.56,41.96,3.03,7.25,6.31,9.48,0.41,6.48,62.01,35.84,0.44,1.52
2307,19.57,44.72,3.72,7.72,7.22,10.79,0.34,5.99,64.58,53.89,26.79,125.18
2308,30.96,72.18,3.63,10.82,8.8,11.18,0.36,11.72,82.13,48.64,6.44,
2309,32.1,83.29,3.17,10.17,8.07,9.85,0.29,6.4,105.09,0,0,0
2310,31.82,74.79,3.17,9.57,7.76,9.97,0.32,9.41,100.6,0,0,0
2311,37.5,84.96,3.27,11.57,8.91,10.06,0.57,4.53,79.11,0,0,0
2312,23.25,61.1,4.29,15.21,11.68,9.62,0.43,9.78,57.54,21.16,20.84,
2313,27.42,57.28,3.36,19.38,13.04,7.89,0.32,6.83,77.6,16.54,8.98,89.7
2314,31.26,72.82,2.6,10.78,7.92,9.02,0.4,7.7,100.25,6.66,1,47.94
2315,28.12,70.21,2.67,13.18,9.28,11.27,0.38,7.28,126.43,4.24,6.34,22.67
2316,32.33,55.74,3.37,18.42,12.62,13.99,0.51,6.22,44.58,1.84,76.32,
2317,19.29,31.22,2.93,13.9,9.86,17.3,0.42,5.87,65.87,0,0,0
2318,17.99,29.24,2.8,10.45,7.92,14.89,0.32,6.37,63.95,0,0,0
2319,12.72,24.79,2.33,9.03,6.78,10.79,0.4,5.82,72.26,0,0,0
2320,13.65,35.39,1.9,6.11,4.79,9.14,0.46,7.1,60.03,0,0,0
2321,17.64,47.81,3.95,10.06,8.65,9.74,0.49,5.81,46.41,0,0,0
2322,23.43,57.11,5.5,13.82,11.83,10.29,0.79,6.68,46.96,0,0,0
2323,25.92,68.27,4.85,15.08,11.96,9.72,0.61,6.36,36.27,0,0,0
2324,32.7,103.88,3.83,11.83,9.5,11.4,0.55,8.41,47.71,0,0,0
2325,31.58,107.31,4.62,13.57,11.07,13.41,1.13,8.66,62.14,0,0,0
2326,22.9,69.96,3.08,10.96,8.42,10.54,0.75,5.29,61.1,0,0,0
2327,24.23,78.11,3,8.32,6.95,10.85,0.98,9,59.68,0,0,0
2328,17.92,68.72,3.53,7.85,7.13,10.72,0.46,6.66,52.83,0,0,0
2329,17.38,55.59,4.73,9.13,8.79,9.36,0.84,6.18,54.36,0,0,0
2330,19.06,59.46,4.75,11.31,9.96,10.32,1.02,5.43,62.58,0,0,0
2331,18.81,55.66,3.91,11.7,9.49,11.32,1.01,5.53,62.72,0.23,0.26,0.1
2332,18.69,50.06,3.48,12.39,9.52,12.21,0.81,7.62,68.32,0.38,0.2,
2333,17.85,43.47,3.35,11.42,8.88,11.67,1.05,6.86,63.17,0.41,0.24,
2334,18.09,45.11,3,7.26,6.39,9.25,1,6.14,64.6,0.4,0.24,0.1
2335,18.93,60.89,3.85,7.4,7.15,10.94,0.55,6.76,50.27,0.43,0.26,
2336,16.86,48.26,2.98,8.54,6.96,10.01,0.52,7.12,50.39,0.36,0.22,0.1
2337,16.85,54.97,5.26,10.6,10,11.26,0.57,7.55,43.4,0.38,0.25,
2338,16.46,33.5,5.95,17.41,14.19,11.74,0.61,4.72,40.44,0.48,0.5,0.3
2339,18.4,49.43,4.29,13.66,10.85,13.37,0.38,5.51,48,0.4,0.28,0.1
2340,20.31,49.14,3.84,12.76,9.99,12.81,0.41,7.54,61.59,0.39,0.25,0.1
2341,23.99,46.59,3.45,16.64,11.74,15.06,0.51,5.01,46.14,0.34,0.32,0.13
2342,20.36,41.99,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27,0.11
2343,15.08,38.79,5.11,13.96,11.66,10.28,0.4,4.9,44.36,0.32,0.25,0.11
2344,19.42,69.33,5.64,13.23,11.71,10.96,0.41,5.6,47.28,0.29,0.25,0.1
2345,13.93,48.97,5.11,10.72,9.94,11.11,0.33,6.52,44.77,0.3,0.25,0.1
2346,18.29,41.01,6.12,17.63,14.44,13.21,0.63,6.53,37.35,0.32,0.29,0.13
2347,17.25,32.02,2.58,6.82,5.82,11.04,0.37,4.65,65.23,0.29,0.2,0.2
2348,13.43,26.94,2.11,5.31,4.54,9.79,0.46,5.17,54.03,0.26,0.2,
2349,16.83,38.25,3.04,7.43,6.51,9.56,0.37,5.69,61.43,0.28,0.21,
2350,18.16,38.17,3.03,6.81,6.17,10.87,0.36,5.36,53.27,0.24,0.21,
2351,16.89,30.98,2.61,6.37,5.51,10.19,0.39,6.75,54.84,0.35,0.87,4.88
2352,15.95,25.24,7.52,7.16,10.56,16.27,0.64,8.77,37.76,0.28,0.12,0.1
2353,14.05,30.86,2.4,7.74,6.2,13.78,0.16,6.45,30.33,0.26,0.09,
2354,9.85,29.97,3.12,7.5,6.61,15.05,0.4,6.02,21.63,0.22,0.08,
2355,8.68,26.62,2.19,5.01,4.44,12.07,0.31,6.29,19.52,0.2,0.06,0.1
2356,7.5,24.01,3.64,6.56,6.54,11.23,0.3,7.42,20.89,0.23,0.08,
2357,7.75,28.62,4.99,8.7,8.78,13.07,0.44,10.4,25.38,0.21,0.09,
2358,10.45,41.47,4.1,11.13,9.34,14.62,0.47,9.94,28.24,0.21,0.09,0.1
2359,12.7,49.26,4.31,9.81,8.8,11.05,0.42,8.98,32.3,0.22,0.1,
2360,14.48,35.5,5.28,12.77,11.09,12.61,0.5,9.81,24.28,0.19,0.07,0.1
2361,17.96,47.61,5.68,14.95,12.66,14.75,0.69,6.51,32.73,0.19,0.12,0.15
2362,16.87,50.6,2.22,7.8,5.94,14.92,0.38,12.46,31.82,0.18,0.06,
2363,16.46,62.29,7.42,15.94,13.64,15.03,0.47,13.78,34.5,0.24,0.12,0.1
2364,17.42,56.44,5.71,16.26,13.39,15.6,0.47,11.83,28.85,0.21,0.11,0.1
2365,17.79,68.97,7.15,16.25,14.55,14.24,0.62,10.42,26.08,0.16,0.08,0.2
2366,18.75,82.27,4.66,15.45,12.1,16.15,0.55,9.13,27.44,0.16,0.1,
2367,11.92,46.76,3.33,7.75,6.92,16.19,0.57,10.97,29.93,0.13,0.05,
2368,17.74,80.26,10.41,20.1,19.29,18.23,0.49,10.98,27.33,0.2,0.19,0.1
2369,21.78,76.32,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18,0.1
2370,28.31,98.01,9.45,24.83,20.98,18.71,0.54,6.69,31.12,0.13,0.12,0.1
2371,27.1,112.48,9.04,23.91,20.07,21.23,0.47,12.6,23.43,0.16,0.22,0.1
2372,20.21,91.71,4.66,16.41,12.61,18.05,0.34,6.74,29.91,0.12,0.08,0.1
2373,18.52,51.48,6.99,18.33,15.52,20.07,0.43,12.46,28.73,0.13,0.1,0.1
2374,25.59,70.1,10.33,21.95,20.17,21.89,0.5,8.64,26.4,0.13,0.14,0.12
2375,21.79,75.21,4.79,15.65,12.3,19.74,0.38,11.1,30.57,0.12,0.08,0.2
2376,24,80,1.4,28.8,16.4,35.2,0.95,2.9,17.6,0.2,0.1,
2377,17.79,72.48,5.56,14.87,12.57,16.48,0.42,11.28,30.9,0.16,0.14,
2378,18.47,52.91,7.36,16.89,15.06,16.57,0.8,11.49,22.14,0.11,0.09,0.1
2379,16.73,40.15,6.61,16.05,14,19.69,0.44,9.02,20.11,0.11,0.07,0.13
2380,18.72,57.71,7.08,25.46,19.29,22.11,0.42,12.33,18.28,0.12,0.15,0.1
2381,11.39,28.72,4.4,11.2,9.63,24.46,0.39,9.47,21.17,0.12,0.07,0.1
2382,10.62,19.96,3.71,9.32,8.1,17.43,0.59,10.32,14.62,0.07,0.03,0.1
2383,8.1,15.83,2.78,8.58,6.84,11.88,0.77,8.72,14.52,0,0,
2384,9.28,16.42,5.01,7.85,8.31,14.27,0.92,8.12,12.29,0.04,0.03,0.1
2385,7.45,20.5,3.99,8.92,8.08,14.63,0.88,8.35,16.01,0.05,0.04,0.1
2386,15.32,45.04,3.13,10.48,8.12,15.07,0.88,8.93,14.12,0.1,0.06,0.1
2387,8.84,23.71,3.77,6.74,6.74,18.92,0.95,8.39,21.01,0.1,0.02,
2388,11.39,24.61,3.02,7.96,6.77,13.6,0.96,11.82,26.34,0.1,0.02,0.1
2389,12.51,32.52,2.71,6.6,5.8,14.61,0.86,9.47,28.28,0.1,0.02,0.1
2390,8.71,14.17,1.36,6.04,4.31,20.04,1.03,8.12,22.3,0.1,0.01,0.1
2391,10.46,22.96,6.49,11.24,10.45,13.4,0.99,10.48,18.45,0.17,0.09,
2392,11.3,27.28,5.81,11.69,11.08,9.62,1.2,9.05,24.93,0.12,0.07,
2393,7,7.8,1.7,7.66,5.45,17.12,1.08,8.39,17.77,0.09,0,0.1
2394,11.44,32.62,3.08,12.02,8.9,12.88,0.74,8.98,33.9,0.1,0.08,
2395,15.76,40.74,4.78,19.03,14.1,16.38,1.36,9.46,23.34,0.1,0.09,0.15
2396,18.79,60.26,5.2,20.45,15.18,18.52,1.1,10.01,22.54,0.1,0.07,0.1
2397,15.05,43.47,3.3,14.59,10.44,19.91,0.95,10.12,22.85,0.1,0.04,
2398,10.1,23.92,4.73,13.33,11.02,19.26,0.87,9.24,20.67,0.1,0.08,0.1
2399,14.43,43.47,6.66,16.04,14.03,17.73,0.95,9.76,24.54,0.09,0.06,0.13
2400,22.65,57.46,4.52,16.8,12.7,19.88,1.18,8.89,29.44,0.1,0.08,0.1
2401,28.45,81.89,6.68,19.36,15.81,20.7,1.39,9.78,29.76,0.1,0.07,0.1
2402,24.94,69.22,3.56,19.99,13.29,20.42,1.4,11.98,28.1,0.04,0.06,0.1
2403,26.24,62.75,4.63,21.34,15.23,24.55,1.68,11.17,27.98,0.07,0.12,0.1
2404,30.6,76.16,7.16,24.63,18.91,22.37,1.71,11.64,24.36,0.11,0.18,0.12
2405,21.81,78.68,12.19,23.75,22.67,21.76,1.64,11.8,29.05,0.09,0.07,
2406,24.22,86.08,9.81,26.49,22.16,21.11,1.68,11.54,26.93,0.09,0.1,0.1
2407,19.82,71.36,5.45,17.14,13.64,20.62,1.82,12.89,29.25,0.07,0.09,
2408,25.11,81.43,6.01,21.87,16.61,16.71,1.57,11.73,31.81,0.09,0.08,
2409,31.3,101.05,9.49,25.22,21.23,18.06,1.48,11.06,35.61,0.08,0.16,0.1
2410,27.1,89.38,11.58,21.31,20.76,23.69,1.54,10.21,28.77,0.08,0.11,0.1
2412,26.73,71.95,12.65,30.67,26.74,23.97,1.32,12.74,37.63,0.04,0.11,0.13
2413,33.28,75.5,10.44,32.4,25.96,23.03,1.11,8.91,30.15,0.07,0.07,0.1
2414,40.66,82.62,4.78,23.58,16.52,21.37,0.76,10.9,38.55,0.05,0.03,
2415,40.56,66.97,2.56,17.56,11.42,22.66,0.62,11.29,37.87,0.07,0.11,0.1
2416,37.93,67.4,3.85,20.86,14.32,19.44,0.78,8.91,34.81,0.07,0.17,0.14
2417,31.64,69.39,2.6,18.65,11.86,24.14,0.66,9.58,39.56,0.06,0.07,0.1
2419,27.69,49.21,7.18,27.31,20.52,19.1,1.56,9.59,40.29,0.04,0.07,0.1
2420,22.12,34.83,3.73,16.1,11.69,18.14,1.34,10.48,41.51,0.01,0.02,
2421,29.25,52.84,4.16,17.41,12.79,17.82,0.81,11.24,42.2,0,0.03,
2422,38.32,80.97,3.61,26.27,16.89,18.04,0.65,13.38,25.95,0.05,0.18,
2423,35.02,71.42,2.84,21.04,13.5,19.86,0.74,6.28,41.37,0.02,0.03,0.1
2424,24.29,50.33,3.45,13.45,10.13,18.22,0.97,14.1,47.86,0.03,0.07,0.1
2425,19.69,50.18,3.1,12.18,9,16.71,0.43,12.28,27.91,0,0.02,
2426,18.81,50.51,6.24,14.01,12.61,15.48,0.92,14.67,20.67,0.01,0.02,
2427,26.13,60.44,8.3,22.94,19.06,19.43,0.82,27,30.84,0.03,7.96,12.4
2428,24.08,45.81,8.17,27.49,21.37,18.56,0.84,13.47,27.49,0.03,0.07,0.12
2429,21.81,37.31,6.87,28.22,20.75,19.6,0.62,17.33,25.36,0.02,0.13,
2430,11.15,34.75,9.61,12.53,14.66,22.26,0.71,11.43,21.89,0.01,0.03,
2431,14.58,41.04,15.55,15.29,20.86,15.78,0.85,14.92,20.11,0.03,0.06,
2433,8.98,37.07,6.59,12.51,12.1,18.93,0.75,8.48,21.47,0,0.03,
2434,9.7,30.1,20.22,13.81,23.79,16.77,0.72,7.25,14.92,0.01,0.1,
2435,13.11,41.43,8.07,14.11,14.6,16.96,0.79,19.9,43.39,0.04,0.06,
2436,14.15,39.67,7.63,14.53,14.09,16.17,0.54,13.81,30.86,0.01,0.05,
2437,25.88,56.44,6.94,17.79,15.2,15.01,0.84,12.41,27.48,0.04,0.21,0.1
2438,49.7,109.35,8.38,25.91,20.65,17.96,0.76,14.31,46.63,0.05,0.16,0.1
2439,68.66,163.06,11.84,36.24,28.91,26.12,0.86,10.92,28.42,0.09,0.07,
2440,53.52,122.89,14.4,35.17,30.56,16.36,1.44,13.94,52.71,0.06,0.08,0.11
2441,65.16,184.84,22.45,52.69,46.28,18.53,1.07,25.5,37.46,0.08,0.14,0.1
2442,52.88,172.08,5.52,26.45,18.96,21.36,0.81,31.74,57.33,0.04,0.05,0.1
2443,54.08,157.38,3.63,26.71,17.34,17.82,1.02,27.31,76.78,0.06,0.03,
2444,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08,0.1
2445,47.2,116.44,5.83,28.13,19.71,19.97,0.88,16.73,36.92,0.06,0.09,
2446,39.22,102.6,4.9,24.58,17.06,22.01,0.95,10.6,25.73,0,0.06,0.1
2447,36.86,76.61,8.26,27.36,21.36,20.86,1.09,9.33,21.11,0.02,0.12,0.14
2448,34.41,72.03,10.35,25.38,22,19.19,1.07,10.8,21.99,0.02,0.19,0.28
2449,22.05,48.93,6.04,18.92,15.15,19.77,0.94,10.51,26.78,0,0.02,
2454,72.23,183.25,7.73,41.66,28.64,15.61,1.21,38.88,44.59,0.09,0.15,
2455,71.31,155.98,11.55,25.88,23.25,14.58,1.29,11.32,34.32,0.06,0.08,
2456,63.54,130.58,4.41,25.81,17.47,15.53,1.17,19.34,47.53,0.07,0.07,
2457,52.92,125.33,4.1,37.63,23.5,13.51,1.66,13.7,45.81,0.06,0.11,0.1
2458,56.53,128.8,9.84,36.38,27.43,16.01,1.18,13.43,41.17,0.08,0.15,0.1
2459,69.42,167.05,1.79,45.82,25.35,14.06,1.35,23.42,39,0.07,0.38,0.14
2460,53.53,119.1,1.52,38.23,21.54,13.73,0.88,15.52,37.22,0.07,0.28,0.14
